Textid,ChnText,EngText,Chn_Sentiment,Eng_Sentiment
288,他又回到了刚被宣布成为面壁者时的状态，漫无目的地走着。,"Relapsing to the state he had been in just after being declared a Wallfacer, he walked aimlessly.",-1,-1
289,就差几秒钟，我就能确定中止发射了！”,Just a few more seconds and I’d have confirmed a launch interrupt!”,-1,-1
290,在目前世界所面临的终极危机面前，公开技术是各先进国家对全人类不可推辞的责任。,The ultimate crisis that Earth is now facing means that open technology is the unavoidable responsibility that advanced countries have to all humanity.,0,0
291,新年之夜，罗辑买了一瓶以前自己从来不喝的红葡萄酒，回到宿舍后，他关上电灯，在沙发前的茶几上点上蜡烛，当三支蜡烛都亮起时，她无声地和他坐在一起。,"On New Year’s Eve, he bought a bottle of red wine, which he had never drunk before, returned to his dorm room, shut off the light, and lit some candles on the table next to the sofa.",0,0
292,在他和脑科学家山杉惠子共同进行的研究中发现，大脑的思维和记忆活动是在量子层面上进行的，而不是如以前认为的那样是一种分子层面的活动。,"During research conducted with the neuroscientist Keiko Yamasuki, he discovered that brain activity for thoughts and memories operated on the quantum level rather than on the molecular level as previously believed.",0,0
293,“那艺术也就进入冬天和黑夜了，是吗？”,"“And art will enter a long winter’s night, right?”",-1,-1
294,伊文斯：“就是说，你们的思维和记忆对外界是全透明的，像一本放在公共场合的书，或者说是在广场上放映的电影，或者像一个全透明鱼缸里的鱼，完全暴露，可以从外界一览无遗。,"“I mean, your thoughts and memories are transparent to the outside world, like a book placed out in public, or a film projected in a plaza, or a fish in a clear fishbowl.",0,0
295,另外，对这场战争，我并不认为人类的胜利是不可能的。”,"Besides, I don’t think it’s impossible for humanity to win this war.”",1,1
296,它们以与飞机相同的速度延伸着，尾部则渐淡地消融在夜空中，像四把飞行在云海上的银色利剑。,"They were extending at the same speed as the plane, and their trailing ends faded out and blended into the night like four silver swords flying over the clouds.",0,0
297,“上尉，你在胡说什么？”,"“Captain, what are you talking about?”",-1,-1
298,“你瞎嚷嚷什么？,“What are you shouting for?,-1,-1
299,他走上主席台，站在希恩斯的旁边，转身面向会场，面对着几百双聚集在他身上的目光，投来这目光的那些人代表着地球上二百多个国家的六十亿人。,"He ascended the platform and stood next to Hines, then turned to face the assembly and the hundreds of pairs of eyes focused on him, eyes that represented six billion people from more than two hundred countries on Earth.",0,0
300,虽然只有少数人持有这种想法，但这种消解太空武装力量最终价值的思想是十分有害的。”,"Although only a minority hold this notion, the abrogation of the very worth of the space force is exceedingly harmful.”",-1,-1
301,“难道我的建议连讨论的余地都没有吗？”,“Isn’t there any room for discussion of my proposal?”,-1,-1
302,他在客厅里喝，在书房中喝，有时还在小船上喝，但从不过量，只是使自己处于半醉半醒的最佳状态，这时他就拿着前主人留下的那个长柄烟斗吞云吐雾。,"He drank in the living room, he drank in the library, and sometimes he drank on the boat; but never too much, just enough to keep him in that perfect, half-drunk, half-sober state, and then he would take out that long-stemmed pipe left by the previous owner and puff away.",0,0
303,“我这一辈子都见不得阳光了，是吗？”,"“I’m never going to see the sun again my entire life, am I?”",-1,-1
304,“我在感谢您，雷迪亚兹先生，因为从此以后，我们不是婊子养的了。”,"“I’m thanking you, Mr. Rey Diaz, because from now on we’re not sons of bitches.”",1,1
305,注意，我说的可能性不是百分之零点几的偶然，而是真正有意义的可能性。”,"By possible, I mean not an accidental few tenths of a percent, but an actual, meaningful possibility.”",1,1
306,“我的日子已经很难过了！,“I’m already having a rough time!,-1,-1
307,但他很快明白了：他想要的不是壁炉，而是壁炉的火光，那种火光中的女性是最美的。,"But then he understood: What he wanted wasn’t a fireplace, but the glow of the fire, for it is in firelight that a woman is most beautiful.",0,0
308,我最近一直在研究那本《三个王国的故事》，正如你所说，欺骗和诡计是一门艺术，就像蛇身上的花纹一样。,"I’ve recently been studying A Story of Three Kingdoms, and like you said, deceit and trickery are an art, just like the markings on a snake.",0,0
309,东方的光轮迅速扩大，将光芒像金色的大网般撒向世界。,"The wheel in the east expanded rapidly, casting light across the Earth like a golden web.",0,0
310,下课后，他和她并肩走在那条没有林荫的林荫道上，他能听到她蓝色的靴子踩在雪上的咯吱声。,"After class, he walked side by side with her along the tree-lined avenue that offered no shade, listening to the crunch of her blue boots in the snow.",0,0
311,常伟思翻开了面前的文件，“目前，太空战争理论的研究全面展开，但很快遇到了问题：星际战争研究无疑是要以技术发展水平为基准的，但现在，各项基础研究都刚刚开始，技术突破还遥遥无期。,"“Research on space warfare theory is in full swing at present, but one problem has already cropped up: The study of interplanetary warfare needs to be founded on a certain level of technological development, no doubt about it.",-1,-1
312,几亿年间，这些站累了的山躺了下来，在阳光和时间中沉于平和，也使得行走在其中的人们感觉自己变得和这山一样懒散。,"Over the course of hundreds of millions of years, the mountains, weary of standing, had lain down, sunken into flatness amid time and sunlight, and turned anyone walking among them just as indolent.",0,0
313,老杨告诉他，六十岁和十六岁一样，是人生最美好的年龄，在这个岁数上，四五十岁时的负担已经卸下，七八十岁时的迟缓和病痛还没有来临，是享受生活的时候。,"Lao Yang told him that sixty, like sixteen, was the best time in life, an age where the burdens of one’s forties and fifties had been laid down, but the slowdown and illness of the seventies and eighties had not yet arrived.",0,0
